Gene_Signature	Entrez_Gene_ID	Gene_Symbol	Signature_ID
8_GO_TCR_signaling_EntrezID	7070	THY1	8
8_GO_TCR_signaling_EntrezID	6955	TRA	8
8_GO_TCR_signaling_EntrezID	28755	TRAC	8
8_GO_TCR_signaling_EntrezID	7189	TRAF6	8
8_GO_TCR_signaling_EntrezID	50852	TRAT1	8
8_GO_TCR_signaling_EntrezID	28639	TRBC1	8
8_GO_TCR_signaling_EntrezID	28577	TRBV12-3	8
8_GO_TCR_signaling_EntrezID	7294	TXK	8
8_GO_TCR_signaling_EntrezID	7311	UBA52	8
8_GO_TCR_signaling_EntrezID	7314	UBB	8
8_GO_TCR_signaling_EntrezID	7316	UBC	8
8_GO_TCR_signaling_EntrezID	7334	UBE2N	8
8_GO_TCR_signaling_EntrezID	7335	UBE2V1	8
8_GO_TCR_signaling_EntrezID	7408	VASP	8
8_GO_TCR_signaling_EntrezID	7454	WAS	8
8_GO_TCR_signaling_EntrezID	7535	ZAP70	8
9_IL-8_EntrezID	2919	CXCL1	9
9_IL-8_EntrezID	2920	CXCL2	9
9_IL-8_EntrezID	3576	CXCL8	9
10_Immunosuppression_EntrezID	29126	CD274	10
10_Immunosuppression_EntrezID	1493	CTLA4	10
10_Immunosuppression_EntrezID	356	FASLG	10
10_Immunosuppression_EntrezID	84868	HAVCR2	10
10_Immunosuppression_EntrezID	3620	IDO1	10
10_Immunosuppression_EntrezID	3586	IL10	10
10_Immunosuppression_EntrezID	3592	IL12A	10
10_Immunosuppression_EntrezID	3902	LAG3	10
10_Immunosuppression_EntrezID	5133	PDCD1	10
10_Immunosuppression_EntrezID	80380	PDCD1LG2	10
10_Immunosuppression_EntrezID	5743	PTGS2	10
10_Immunosuppression_EntrezID	7040	TGFB1	10
10_Immunosuppression_EntrezID	7124	TNF	10
11_LCK_EntrezID	55843	ARHGAP15	11
11_LCK_EntrezID	9938	ARHGAP25	11
11_LCK_EntrezID	6352	CCL5	11
11_LCK_EntrezID	1231	CCR2	11
11_LCK_EntrezID	1236	CCR7	11
11_LCK_EntrezID	914	CD2	11
11_LCK_EntrezID	919	CD247	11
11_LCK_EntrezID	939	CD27	11
11_LCK_EntrezID	915	CD3D	11
11_LCK_EntrezID	962	CD48	11
11_LCK_EntrezID	963	CD53	11
11_LCK_EntrezID	11151	CORO1A	11
11_LCK_EntrezID	1439	CSF2RB	11
11_LCK_EntrezID	2124	EVI2B	11
11_LCK_EntrezID	10875	FGL2	11
11_LCK_EntrezID	55303	GIMAP4	11
11_LCK_EntrezID	55340	GIMAP5	11
11_LCK_EntrezID	9535	GMFG	11
11_LCK_EntrezID	3001	GZMA	11
11_LCK_EntrezID	3003	GZMK	11
11_LCK_EntrezID	3059	HCLS1	11
11_LCK_EntrezID	3587	IL10RA	11
11_LCK_EntrezID	3561	IL2RG	11
11_LCK_EntrezID	3575	IL7R	11
11_LCK_EntrezID	3635	INPP5D	11
11_LCK_EntrezID	3394	IRF8	11
11_LCK_EntrezID	3702	ITK	11
11_LCK_EntrezID	22914	KLRK1	11
11_LCK_EntrezID	3932	LCK	11
11_LCK_EntrezID	3937	LCP2	11
11_LCK_EntrezID	9404	LPXN	11
11_LCK_EntrezID	4050	LTB	11
11_LCK_EntrezID	3071	NCKAP1L	11
11_LCK_EntrezID	5293	PIK3CD	11
11_LCK_EntrezID	51316	PLAC8	11
11_LCK_EntrezID	5579	PRKCB	11
11_LCK_EntrezID	5788	PTPRC	11
11_LCK_EntrezID	5880	RAC2	11
11_LCK_EntrezID	64092	SAMSN1	11
11_LCK_EntrezID	54440	SASH3	11
11_LCK_EntrezID	6402	SELL	11
11_LCK_EntrezID	6404	SELPLG	11
11_LCK_EntrezID	4068	SH2D1A	11
11_LCK_EntrezID	6503	SLA	11
11_LCK_EntrezID	6504	SLAMF1	11
11_LCK_EntrezID	5552	SRGN	11
11_LCK_EntrezID	6775	STAT4	11
11_LCK_EntrezID	28755	TRAC	11
11_LCK_EntrezID	28568	TRBV19	11
11_LCK_EntrezID	28566	TRBV21-1	11
12_Mac_CSF1_EntrezID	113	ADCY7	12
12_Mac_CSF1_EntrezID	976	ADGRE5	12
12_Mac_CSF1_EntrezID	241	ALOX5AP	12
12_Mac_CSF1_EntrezID	272	AMPD3	12
12_Mac_CSF1_EntrezID	341	APOC1	12
12_Mac_CSF1_EntrezID	348	APOE	12
12_Mac_CSF1_EntrezID	55843	ARHGAP15	12
12_Mac_CSF1_EntrezID	409	ARRB2	12
12_Mac_CSF1_EntrezID	567	B2M	12
12_Mac_CSF1_EntrezID	695	BTK	12
12_Mac_CSF1_EntrezID	79630	C1orf54	12
12_Mac_CSF1_EntrezID	719	C3AR1	12
12_Mac_CSF1_EntrezID	834	CASP1	12
12_Mac_CSF1_EntrezID	6347	CCL2	12
12_Mac_CSF1_EntrezID	6352	CCL5	12
12_Mac_CSF1_EntrezID	9034	CCRL2	12
12_Mac_CSF1_EntrezID	9332	CD163	12
12_Mac_CSF1_EntrezID	945	CD33	12
12_Mac_CSF1_EntrezID	962	CD48	12
12_Mac_CSF1_EntrezID	1043	CD52	12
12_Mac_CSF1_EntrezID	963	CD53	12
12_Mac_CSF1_EntrezID	8832	CD84	12
12_Mac_CSF1_EntrezID	942	CD86	12
12_Mac_CSF1_EntrezID	925	CD8A	12
12_Mac_CSF1_EntrezID	51816	CECR1	12
12_Mac_CSF1_EntrezID	10659	CELF2	12
12_Mac_CSF1_EntrezID	11151	CORO1A	12
12_Mac_CSF1_EntrezID	54504	CPVL	12
12_Mac_CSF1_EntrezID	1436	CSF1R	12
12_Mac_CSF1_EntrezID	1075	CTSC	12
12_Mac_CSF1_EntrezID	1514	CTSL	12
12_Mac_CSF1_EntrezID	1520	CTSS	12
12_Mac_CSF1_EntrezID	7852	CXCR4	12
12_Mac_CSF1_EntrezID	1536	CYBB	12
12_Mac_CSF1_EntrezID	9595	CYTIP	12
12_Mac_CSF1_EntrezID	1612	DAPK1	12
12_Mac_CSF1_EntrezID	1794	DOCK2	12
12_Mac_CSF1_EntrezID	2123	EVI2A	12
12_Mac_CSF1_EntrezID	2124	EVI2B	12
12_Mac_CSF1_EntrezID	2207	FCER1G	12
12_Mac_CSF1_EntrezID	2209	FCGR1A	12
12_Mac_CSF1_EntrezID	2212	FCGR2A	12
12_Mac_CSF1_EntrezID	2213	FCGR2B	12
12_Mac_CSF1_EntrezID	2214	FCGR3A	12
12_Mac_CSF1_EntrezID	10875	FGL2	12
12_Mac_CSF1_EntrezID	2268	FGR	12
12_Mac_CSF1_EntrezID	2313	FLI1	12
12_Mac_CSF1_EntrezID	752	FMNL1	12
12_Mac_CSF1_EntrezID	23048	FNBP1	12
12_Mac_CSF1_EntrezID	2359	FPR3	12
12_Mac_CSF1_EntrezID	2533	FYB	12
12_Mac_CSF1_EntrezID	55303	GIMAP4	12
12_Mac_CSF1_EntrezID	79158	GNPTAB	12
12_Mac_CSF1_EntrezID	10457	GPNMB	12
12_Mac_CSF1_EntrezID	3055	HCK	12
12_Mac_CSF1_EntrezID	3059	HCLS1	12
12_Mac_CSF1_EntrezID	3108	HLA-DMA	12
12_Mac_CSF1_EntrezID	3123	HLA-DRB1	12
12_Mac_CSF1_EntrezID	23526	HMHA1	12
12_Mac_CSF1_EntrezID	3428	IFI16	12
12_Mac_CSF1_EntrezID	10437	IFI30	12
12_Mac_CSF1_EntrezID	10320	IKZF1	12
12_Mac_CSF1_EntrezID	3587	IL10RA	12
12_Mac_CSF1_EntrezID	3606	IL18	12
12_Mac_CSF1_EntrezID	3575	IL7R	12
12_Mac_CSF1_EntrezID	3689	ITGB2	12
12_Mac_CSF1_EntrezID	80183	KIAA0226L	12
12_Mac_CSF1_EntrezID	3903	LAIR1	12
12_Mac_CSF1_EntrezID	7805	LAPTM5	12
12_Mac_CSF1_EntrezID	3936	LCP1	12
12_Mac_CSF1_EntrezID	3937	LCP2	12
12_Mac_CSF1_EntrezID	10184	LHFPL2	12
12_Mac_CSF1_EntrezID	11006	LILRB4	12
12_Mac_CSF1_EntrezID	4033	LRMP	12
12_Mac_CSF1_EntrezID	7940	LST1	12
12_Mac_CSF1_EntrezID	9450	LY86	12
12_Mac_CSF1_EntrezID	4067	LYN	12
12_Mac_CSF1_EntrezID	4069	LYZ	12
12_Mac_CSF1_EntrezID	10461	MERTK	12
12_Mac_CSF1_EntrezID	4332	MNDA	12
12_Mac_CSF1_EntrezID	4354	MPP1	12
12_Mac_CSF1_EntrezID	4478	MSN	12
12_Mac_CSF1_EntrezID	4542	MYO1F	12
12_Mac_CSF1_EntrezID	4688	NCF2	12
12_Mac_CSF1_EntrezID	3071	NCKAP1L	12
12_Mac_CSF1_EntrezID	10577	NPC2	12
12_Mac_CSF1_EntrezID	80896	NPL	12
12_Mac_CSF1_EntrezID	26031	OSBPL3	12
12_Mac_CSF1_EntrezID	5294	PIK3CG	12
12_Mac_CSF1_EntrezID	5336	PLCG2	12
12_Mac_CSF1_EntrezID	5341	PLEK	12
12_Mac_CSF1_EntrezID	5788	PTPRC	12
12_Mac_CSF1_EntrezID	9770	RASSF2	12
12_Mac_CSF1_EntrezID	83937	RASSF4	12
12_Mac_CSF1_EntrezID	6039	RNASE6	12
12_Mac_CSF1_EntrezID	864	RUNX3	12
12_Mac_CSF1_EntrezID	25939	SAMHD1	12
12_Mac_CSF1_EntrezID	64092	SAMSN1	12
12_Mac_CSF1_EntrezID	6402	SELL	12
12_Mac_CSF1_EntrezID	6404	SELPLG	12
12_Mac_CSF1_EntrezID	10019	SH2B3	12
12_Mac_CSF1_EntrezID	6507	SLC1A3	12
12_Mac_CSF1_EntrezID	9056	SLC7A7	12
12_Mac_CSF1_EntrezID	11262	SP140	12
12_Mac_CSF1_EntrezID	6850	SYK	12
12_Mac_CSF1_EntrezID	6916	TBXAS1	12
12_Mac_CSF1_EntrezID	7097	TLR2	12
12_Mac_CSF1_EntrezID	7128	TNFAIP3	12
12_Mac_CSF1_EntrezID	7133	TNFRSF1B	12
12_Mac_CSF1_EntrezID	10673	TNFSF13B	12
12_Mac_CSF1_EntrezID	11326	VSIG4	12
12_Mac_CSF1_EntrezID	7456	WIPF1	12
13_T_Cell_EntrezID	87	ACTN1	13
13_T_Cell_EntrezID	93	ACVR2B	13
13_T_Cell_EntrezID	100	ADA	13
13_T_Cell_EntrezID	64400	AKTIP	13
13_T_Cell_EntrezID	301	ANXA1	13
13_T_Cell_EntrezID	26	AOC1	13
13_T_Cell_EntrezID	321	APBA2	13
13_T_Cell_EntrezID	322	APBB1	13
13_T_Cell_EntrezID	360	AQP3	13
13_T_Cell_EntrezID	10123	ARL4C	13
13_T_Cell_EntrezID	84239	ATP13A4	13
13_T_Cell_EntrezID	476	ATP1A1	13
13_T_Cell_EntrezID	64919	BCL11B	13
13_T_Cell_EntrezID	51411	BIN2	13
13_T_Cell_EntrezID	701	BUB1B	13
13_T_Cell_EntrezID	643338	C15orf62	13
13_T_Cell_EntrezID	349236	C9orf164	13
13_T_Cell_EntrezID	814	CAMK4	13
13_T_Cell_EntrezID	832	CAPZB	13
13_T_Cell_EntrezID	6352	CCL5	13
13_T_Cell_EntrezID	894	CCND2	13
13_T_Cell_EntrezID	914	CD2	13
13_T_Cell_EntrezID	919	CD247	13
13_T_Cell_EntrezID	940	CD28	13
13_T_Cell_EntrezID	915	CD3D	13
13_T_Cell_EntrezID	916	CD3E	13
13_T_Cell_EntrezID	917	CD3G	13
13_T_Cell_EntrezID	921	CD5	13
13_T_Cell_EntrezID	923	CD6	13
13_T_Cell_EntrezID	8556	CDC14A	13
13_T_Cell_EntrezID	95681	CEP41	13
13_T_Cell_EntrezID	387119	CEP85L	13
13_T_Cell_EntrezID	1154	CISH	13
13_T_Cell_EntrezID	1521	CTSW	13
13_T_Cell_EntrezID	27185	DISC1	13
13_T_Cell_EntrezID	3337	DNAJB1	13
13_T_Cell_EntrezID	1776	DNASE1L3	13
13_T_Cell_EntrezID	23348	DOCK9	13
13_T_Cell_EntrezID	1803	DPP4	13
13_T_Cell_EntrezID	80824	DUSP16	13
13_T_Cell_EntrezID	1844	DUSP2	13
13_T_Cell_EntrezID	399665	FAM102A	13
13_T_Cell_EntrezID	54463	FAM134B	13
13_T_Cell_EntrezID	10516	FBLN5	13
13_T_Cell_EntrezID	2272	FHIT	13
13_T_Cell_EntrezID	2323	FLT3LG	13
13_T_Cell_EntrezID	2533	FYB	13
13_T_Cell_EntrezID	2534	FYN	13
13_T_Cell_EntrezID	23710	GABARAPL1	13
13_T_Cell_EntrezID	2592	GALT	13
13_T_Cell_EntrezID	2625	GATA3	13
13_T_Cell_EntrezID	2633	GBP1	13
13_T_Cell_EntrezID	2634	GBP2	13
13_T_Cell_EntrezID	10755	GIPC1	13
13_T_Cell_EntrezID	63940	GPSM3	13
13_T_Cell_EntrezID	3003	GZMK	13
13_T_Cell_EntrezID	3212	HOXB2	13
13_T_Cell_EntrezID	3305	HSPA1L	13
13_T_Cell_EntrezID	3398	ID2	13
13_T_Cell_EntrezID	8519	IFITM1	13
13_T_Cell_EntrezID	8809	IL18R1	13
13_T_Cell_EntrezID	9235	IL32	13
13_T_Cell_EntrezID	3572	IL6ST	13
13_T_Cell_EntrezID	3575	IL7R	13
13_T_Cell_EntrezID	8821	INPP4B	13
13_T_Cell_EntrezID	3655	ITGA6	13
13_T_Cell_EntrezID	3702	ITK	13
13_T_Cell_EntrezID	9452	ITM2A	13
13_T_Cell_EntrezID	3707	ITPKB	13
13_T_Cell_EntrezID	152789	JAKMIP1	13
13_T_Cell_EntrezID	3820	KLRB1	13
13_T_Cell_EntrezID	8302	KLRC4	13
13_T_Cell_EntrezID	10219	KLRG1	13
13_T_Cell_EntrezID	27040	LAT	13
13_T_Cell_EntrezID	3932	LCK	13
13_T_Cell_EntrezID	3937	LCP2	13
13_T_Cell_EntrezID	3945	LDHB	13
13_T_Cell_EntrezID	51176	LEF1	13
13_T_Cell_EntrezID	23484	LEPROTL1	13
13_T_Cell_EntrezID	51474	LIMA1	13
13_T_Cell_EntrezID	55180	LINS	13
13_T_Cell_EntrezID	283666	LOC283666	13
13_T_Cell_EntrezID	642808	LOC642808	13
13_T_Cell_EntrezID	647217	LOC647217	13
13_T_Cell_EntrezID	9170	LPAR2	13
13_T_Cell_EntrezID	10161	LPAR6	13
13_T_Cell_EntrezID	9663	LPIN2	13
13_T_Cell_EntrezID	26018	LRIG1	13
13_T_Cell_EntrezID	55646	LYAR	13
13_T_Cell_EntrezID	4118	MAL	13
13_T_Cell_EntrezID	57134	MAN1C1	13
13_T_Cell_EntrezID	55700	MAP7D1	13
13_T_Cell_EntrezID	8550	MAPKAPK5	13
13_T_Cell_EntrezID	23227	MAST4	13
13_T_Cell_EntrezID	4147	MATN2	13
13_T_Cell_EntrezID	4221	MEN1	13
13_T_Cell_EntrezID	11320	MGAT4A	13
13_T_Cell_EntrezID	4300	MLLT3	13
13_T_Cell_EntrezID	150291	MORC2-AS1	13
13_T_Cell_EntrezID	143098	MPP7	13
13_T_Cell_EntrezID	51264	MRPL27	13
13_T_Cell_EntrezID	4603	MYBL1	13
13_T_Cell_EntrezID	266812	NAP1L5	13
13_T_Cell_EntrezID	4753	NELL2	13
13_T_Cell_EntrezID	27018	NGFRAP1	13
13_T_Cell_EntrezID	140688	NOL4L	13
13_T_Cell_EntrezID	56654	NPDC1	13
13_T_Cell_EntrezID	23467	NPTXR	13
13_T_Cell_EntrezID	4929	NR4A2	13
13_T_Cell_EntrezID	27065	NSG1	13
13_T_Cell_EntrezID	55301	OLAH	13
13_T_Cell_EntrezID	23762	OSBP2	13
13_T_Cell_EntrezID	5125	PCSK5	13
13_T_Cell_EntrezID	5833	PCYT2	13
13_T_Cell_EntrezID	5144	PDE4D	13
13_T_Cell_EntrezID	5152	PDE9A	13
13_T_Cell_EntrezID	113791	PIK3IP1	13
13_T_Cell_EntrezID	5295	PIK3R1	13
13_T_Cell_EntrezID	5315	PKM	13
13_T_Cell_EntrezID	5578	PRKCA	13
13_T_Cell_EntrezID	5584	PRKCI	13
13_T_Cell_EntrezID	5588	PRKCQ	13
13_T_Cell_EntrezID	439949	PRKCQ-AS1	13
13_T_Cell_EntrezID	5644	PRSS1	13
13_T_Cell_EntrezID	5732	PTGER2	13
13_T_Cell_EntrezID	5829	PXN	13
13_T_Cell_EntrezID	339122	RAB43	13
13_T_Cell_EntrezID	5920	RARRES3	13
13_T_Cell_EntrezID	10125	RASGRP1	13
13_T_Cell_EntrezID	5937	RBMS1	13
13_T_Cell_EntrezID	6001	RGS10	13
13_T_Cell_EntrezID	51115	RMDN1	13
13_T_Cell_EntrezID	57674	RNF213	13
13_T_Cell_EntrezID	6095	RORA	13
13_T_Cell_EntrezID	6251	RSU1	13
13_T_Cell_EntrezID	219790	RTKN2	13
13_T_Cell_EntrezID	860	RUNX2	13
13_T_Cell_EntrezID	6281	S100A10	13
13_T_Cell_EntrezID	6279	S100A8	13
13_T_Cell_EntrezID	6304	SATB1	13
13_T_Cell_EntrezID	388228	SBK1	13
13_T_Cell_EntrezID	6404	SELPLG	13
13_T_Cell_EntrezID	4068	SH2D1A	13
13_T_Cell_EntrezID	7979	SHFM1	13
13_T_Cell_EntrezID	11046	SLC35D2	13
13_T_Cell_EntrezID	64116	SLC39A8	13
13_T_Cell_EntrezID	28232	SLCO3A1	13
13_T_Cell_EntrezID	162394	SLFN5	13
13_T_Cell_EntrezID	9751	SNPH	13
13_T_Cell_EntrezID	9021	SOCS3	13
13_T_Cell_EntrezID	6653	SORL1	13
13_T_Cell_EntrezID	10290	SPEG	13
13_T_Cell_EntrezID	9806	SPOCK2	13
13_T_Cell_EntrezID	6775	STAT4	13
13_T_Cell_EntrezID	23224	SYNE2	13
13_T_Cell_EntrezID	6857	SYT1	13
13_T_Cell_EntrezID	10460	TACC3	13
13_T_Cell_EntrezID	445347	TARP	13
13_T_Cell_EntrezID	6932	TCF7	13
13_T_Cell_EntrezID	9840	TESPA1	13
13_T_Cell_EntrezID	7074	TIAM1	13
13_T_Cell_EntrezID	340061	TMEM173	13
13_T_Cell_EntrezID	7128	TNFAIP3	13
13_T_Cell_EntrezID	8718	TNFRSF25	13
13_T_Cell_EntrezID	944	TNFSF8	13
13_T_Cell_EntrezID	23043	TNIK	13
13_T_Cell_EntrezID	10140	TOB1	13
13_T_Cell_EntrezID	10452	TOMM40	13
13_T_Cell_EntrezID	6955	TRA	13
13_T_Cell_EntrezID	129293	TRABD2A	13
13_T_Cell_EntrezID	50852	TRAT1	13
13_T_Cell_EntrezID	283989	TSEN54	13
13_T_Cell_EntrezID	7294	TXK	13
13_T_Cell_EntrezID	7378	UPP1	13
13_T_Cell_EntrezID	7433	VIPR1	13
13_T_Cell_EntrezID	7480	WNT10B	13
13_T_Cell_EntrezID	11059	WWP1	13
13_T_Cell_EntrezID	7535	ZAP70	13
14_TIC_EntrezID	2	A2M	14
14_TIC_EntrezID	10351	ABCA8	14
14_TIC_EntrezID	25890	ABI3BP	14
14_TIC_EntrezID	25	ABL1	14
14_TIC_EntrezID	29	ABR	14
14_TIC_EntrezID	59	ACTA2	14
14_TIC_EntrezID	72	ACTG2	14
14_TIC_EntrezID	87	ACTN1	14
14_TIC_EntrezID	8038	ADAM12	14
14_TIC_EntrezID	81792	ADAMTS12	14
14_TIC_EntrezID	11096	ADAMTS5	14
14_TIC_EntrezID	150	ADRA2A	14
14_TIC_EntrezID	165	AEBP1	14
14_TIC_EntrezID	60312	AFAP1	14
14_TIC_EntrezID	185	AGTR1	14
14_TIC_EntrezID	9590	AKAP12	14
14_TIC_EntrezID	11217	AKAP2	14
14_TIC_EntrezID	10000	AKT3	14
14_TIC_EntrezID	115701	ALPK2	14
14_TIC_EntrezID	284	ANGPT1	14
14_TIC_EntrezID	23452	ANGPTL2	14
14_TIC_EntrezID	290	ANPEP	14
14_TIC_EntrezID	84168	ANTXR1	14
14_TIC_EntrezID	309	ANXA6	14
14_TIC_EntrezID	8639	AOC3	14
14_TIC_EntrezID	321	APBA2	14
14_TIC_EntrezID	323	APBB2	14
14_TIC_EntrezID	147495	APCDD1	14
14_TIC_EntrezID	83478	ARHGAP24	14
14_TIC_EntrezID	23568	ARL2BP	14
14_TIC_EntrezID	84100	ARL6	14
14_TIC_EntrezID	51309	ARMCX1	14
14_TIC_EntrezID	54829	ASPN	14
14_TIC_EntrezID	23621	BACE1	14
14_TIC_EntrezID	623	BDKRB1	14
14_TIC_EntrezID	633	BGN	14
14_TIC_EntrezID	114902	C1QTNF5	14
14_TIC_EntrezID	730	C7	14
14_TIC_EntrezID	23705	CADM1	14
14_TIC_EntrezID	800	CALD1	14
14_TIC_EntrezID	79839	CCDC102B	14
14_TIC_EntrezID	83643	CCDC3	14
14_TIC_EntrezID	6356	CCL11	14
14_TIC_EntrezID	894	CCND2	14
14_TIC_EntrezID	9236	CCPG1	14
14_TIC_EntrezID	57124	CD248	14
14_TIC_EntrezID	1009	CDH11	14
14_TIC_EntrezID	64781	CERK	14
14_TIC_EntrezID	9023	CH25H	14
14_TIC_EntrezID	1116	CHI3L1	14
14_TIC_EntrezID	1123	CHN1	14
14_TIC_EntrezID	22856	CHSY1	14
14_TIC_EntrezID	5010	CLDN11	14
14_TIC_EntrezID	6320	CLEC11A	14
14_TIC_EntrezID	25932	CLIC4	14
14_TIC_EntrezID	1264	CNN1	14
14_TIC_EntrezID	1266	CNN3	14
14_TIC_EntrezID	25927	CNRIP1	14
14_TIC_EntrezID	152330	CNTN4	14
14_TIC_EntrezID	1303	COL12A1	14
14_TIC_EntrezID	1305	COL13A1	14
14_TIC_EntrezID	7373	COL14A1	14
14_TIC_EntrezID	1306	COL15A1	14
14_TIC_EntrezID	1277	COL1A1	14
14_TIC_EntrezID	1278	COL1A2	14
14_TIC_EntrezID	1281	COL3A1	14
14_TIC_EntrezID	1282	COL4A1	14
14_TIC_EntrezID	1284	COL4A2	14
14_TIC_EntrezID	1289	COL5A1	14
14_TIC_EntrezID	1290	COL5A2	14
14_TIC_EntrezID	50509	COL5A3	14
14_TIC_EntrezID	1291	COL6A1	14
14_TIC_EntrezID	1292	COL6A2	14
14_TIC_EntrezID	1293	COL6A3	14
14_TIC_EntrezID	51226	COPZ2	14
14_TIC_EntrezID	1346	COX7A1	14
14_TIC_EntrezID	56265	CPXM1	14
14_TIC_EntrezID	83716	CRISPLD2	14
14_TIC_EntrezID	1410	CRYAB	14
14_TIC_EntrezID	23283	CSTF2T	14
14_TIC_EntrezID	1490	CTGF	14
14_TIC_EntrezID	115908	CTHRC1	14
14_TIC_EntrezID	1513	CTSK	14
14_TIC_EntrezID	1519	CTSO	14
14_TIC_EntrezID	6387	CXCL12	14
14_TIC_EntrezID	2921	CXCL3	14
14_TIC_EntrezID	79901	CYBRD1	14
14_TIC_EntrezID	114757	CYGB	14
14_TIC_EntrezID	113612	CYP2U1	14
14_TIC_EntrezID	3491	CYR61	14
14_TIC_EntrezID	1601	DAB2	14
14_TIC_EntrezID	51339	DACT1	14
14_TIC_EntrezID	1627	DBN1	14
14_TIC_EntrezID	131566	DCBLD2	14
14_TIC_EntrezID	9201	DCLK1	14
14_TIC_EntrezID	1634	DCN	14
14_TIC_EntrezID	23576	DDAH1	14
14_TIC_EntrezID	4921	DDR2	14
14_TIC_EntrezID	27122	DKK3	14
14_TIC_EntrezID	10395	DLC1	14
14_TIC_EntrezID	1756	DMD	14
14_TIC_EntrezID	55619	DOCK10	14
14_TIC_EntrezID	139818	DOCK11	14
14_TIC_EntrezID	9732	DOCK4	14
14_TIC_EntrezID	80005	DOCK5	14
14_TIC_EntrezID	1808	DPYSL2	14
14_TIC_EntrezID	92126	DSEL	14
14_TIC_EntrezID	1893	ECM1	14
14_TIC_EntrezID	1842	ECM2	14
14_TIC_EntrezID	10085	EDIL3	14
14_TIC_EntrezID	1909	EDNRA	14
14_TIC_EntrezID	1910	EDNRB	14
14_TIC_EntrezID	30008	EFEMP2	14
14_TIC_EntrezID	25975	EGFL6	14
14_TIC_EntrezID	56648	EIF5A2	14
14_TIC_EntrezID	54898	ELOVL2	14
14_TIC_EntrezID	11117	EMILIN1	14
14_TIC_EntrezID	2009	EML1	14
14_TIC_EntrezID	2028	ENPEP	14
14_TIC_EntrezID	953	ENTPD1	14
14_TIC_EntrezID	2037	EPB41L2	14
14_TIC_EntrezID	2042	EPHA3	14
14_TIC_EntrezID	2115	ETV1	14
14_TIC_EntrezID	2119	ETV5	14
14_TIC_EntrezID	2149	F2R	14
14_TIC_EntrezID	3992	FADS1	14
14_TIC_EntrezID	359845	FAM101B	14
14_TIC_EntrezID	90362	FAM110B	14
14_TIC_EntrezID	56975	FAM20C	14
14_TIC_EntrezID	254228	FAM26E	14
14_TIC_EntrezID	388650	FAM69A	14
14_TIC_EntrezID	375061	FAM89A	14
14_TIC_EntrezID	137392	FAM92A1	14
14_TIC_EntrezID	355	FAS	14
14_TIC_EntrezID	2199	FBLN2	14
14_TIC_EntrezID	2200	FBN1	14
14_TIC_EntrezID	10979	FERMT2	14
14_TIC_EntrezID	9638	FEZ1	14
14_TIC_EntrezID	2258	FGF13	14
14_TIC_EntrezID	2252	FGF7	14
14_TIC_EntrezID	2273	FHL1	14
14_TIC_EntrezID	387758	FIBIN	14
14_TIC_EntrezID	55033	FKBP14	14
14_TIC_EntrezID	2289	FKBP5	14
14_TIC_EntrezID	51661	FKBP7	14
14_TIC_EntrezID	11328	FKBP9	14
14_TIC_EntrezID	2326	FMO1	14
14_TIC_EntrezID	2331	FMOD	14
14_TIC_EntrezID	2335	FN1	14
14_TIC_EntrezID	84624	FNDC1	14
14_TIC_EntrezID	2294	FOXF1	14
14_TIC_EntrezID	2487	FRZB	14
14_TIC_EntrezID	11167	FSTL1	14
14_TIC_EntrezID	53826	FXYD6	14
14_TIC_EntrezID	2534	FYN	14
14_TIC_EntrezID	11211	FZD10	14
14_TIC_EntrezID	50486	G0S2	14
14_TIC_EntrezID	2619	GAS1	14
14_TIC_EntrezID	2621	GAS6	14
14_TIC_EntrezID	2669	GEM	14
14_TIC_EntrezID	2690	GHR	14
14_TIC_EntrezID	10052	GJC1	14
14_TIC_EntrezID	11010	GLIPR1	14
14_TIC_EntrezID	83468	GLT8D2	14
14_TIC_EntrezID	59345	GNB4	14
14_TIC_EntrezID	10082	GPC6	14
14_TIC_EntrezID	2824	GPM6B	14
14_TIC_EntrezID	11245	GPR176	14
14_TIC_EntrezID	26585	GREM1	14
14_TIC_EntrezID	2869	GRK5	14
14_TIC_EntrezID	2982	GUCY1A3	14
14_TIC_EntrezID	2983	GUCY1B3	14
14_TIC_EntrezID	51454	GULP1	14
14_TIC_EntrezID	54985	HCFC1R1	14
14_TIC_EntrezID	50810	HDGFL3	14
14_TIC_EntrezID	57493	HEG1	14
14_TIC_EntrezID	9843	HEPH	14
14_TIC_EntrezID	26508	HEYL	14
14_TIC_EntrezID	3082	HGF	14
14_TIC_EntrezID	3092	HIP1	14
14_TIC_EntrezID	3290	HSD11B1	14
14_TIC_EntrezID	8630	HSD17B6	14
14_TIC_EntrezID	5654	HTRA1	14
14_TIC_EntrezID	94031	HTRA3	14
14_TIC_EntrezID	3400	ID4	14
14_TIC_EntrezID	3437	IFIT3	14
14_TIC_EntrezID	3488	IGFBP5	14
14_TIC_EntrezID	3490	IGFBP7	14
14_TIC_EntrezID	3554	IL1R1	14
14_TIC_EntrezID	3575	IL7R	14
14_TIC_EntrezID	22801	ITGA11	14
14_TIC_EntrezID	3676	ITGA4	14
14_TIC_EntrezID	3685	ITGAV	14
14_TIC_EntrezID	3693	ITGB5	14
14_TIC_EntrezID	80760	ITIH5	14
14_TIC_EntrezID	83700	JAM3	14
14_TIC_EntrezID	84056	KATNAL1	14
14_TIC_EntrezID	23704	KCNE4	14
