query,notfound,_id,_score,symbol
5167,,5167,25.52669,ENPP1
5168,,5168,26.31847,ENPP2
5169,,5169,26.31847,ENPP3
22875,,22875,26.31847,ENPP4
59084,,59084,26.31847,ENPP5
133121,,133121,26.31847,ENPP6
339221,,339221,26.31847,ENPP7
2029,,2029,25.52669,ENSA
150350,,150350,26.31847,ENTHD1
953,,953,26.31847,ENTPD1
954,,954,26.31847,ENTPD2
956,,956,26.31847,ENTPD3
9583,,9583,26.31847,ENTPD4
957,,957,26.31847,ENTPD5
955,,955,26.31847,ENTPD6
57089,,57089,26.317228,ENTPD7
377841,,377841,26.31847,ENTPD8
56943,,56943,25.52669,ENY2
8320,,8320,25.52669,EOMES
2033,,2033,25.52669,EP300
57634,,57634,25.52669,EP400
347918,,347918,8.489829,EP400P1
2034,,2034,25.525448,EPAS1
2035,,2035,25.52669,EPB41
2036,,2036,26.31847,EPB41L1
2037,,2037,25.52669,EPB41L2
23136,,23136,26.31847,EPB41L3
64097,,64097,26.31847,EPB41L4A
54566,,54566,26.31847,EPB41L4B
57669,,57669,26.31847,EPB41L5
2038,,2038,26.31847,EPB42
2039,,2039,26.31847,DMTN
80314,,80314,25.52669,EPC1
26122,,26122,25.52669,EPC2
4072,,4072,25.52669,EPCAM
54749,,54749,26.31847,EPDR1
255324,,255324,25.52669,EPGN
284656,,284656,25.52669,EPHA10
2041,,2041,25.52669,EPHA1
1969,,1969,25.52669,EPHA2
2042,,2042,25.52669,EPHA3
2043,,2043,25.525448,EPHA4
2044,,2044,25.52669,EPHA5
285220,,285220,25.52669,EPHA6
2045,,2045,25.52669,EPHA7
2046,,2046,25.52669,EPHA8
2047,,2047,25.52669,EPHB1
2048,,2048,25.525448,EPHB2
2049,,2049,25.525448,EPHB3
2050,,2050,25.52669,EPHB4
2051,,2051,26.31847,EPHB6
2052,,2052,26.31847,EPHX1
2053,,2053,26.31847,EPHX2
79852,,79852,26.31847,EPHX3
253152,,253152,26.31847,EPHX4
7957,,7957,26.31847,EPM2A
9852,,9852,26.31847,EPM2AIP1
29924,,29924,26.31847,EPN1
22905,,22905,26.317228,EPN2
55040,,55040,26.317228,EPN3
2056,,2056,25.52669,EPO
2057,,2057,25.52669,EPOR
83481,,83481,26.31847,EPPK1
8475,True,,,
2058,,2058,25.52669,EPRS1
2060,,2060,25.52669,EPS15
58513,,58513,26.31847,EPS15L1
2059,,2059,26.31847,EPS8
54869,,54869,26.31847,EPS8L1
64787,,64787,26.31847,EPS8L2
79574,,79574,26.31847,EPS8L3
94240,,94240,26.31847,EPSTI1
85465,,85465,26.31847,SELENOI
8288,,8288,26.31847,EPX
1833,,1833,26.31847,EPYC
26284,,26284,26.317228,ERAL1
51752,,51752,25.525448,ERAP1
64167,,64167,25.52669,ERAP2
3266,,3266,26.31847,ERAS
2064,,2064,25.52669,ERBB2
55914,,55914,26.31847,ERBIN
2065,,2065,25.52669,ERBB3
2066,,2066,25.52669,ERBB4
23085,,23085,25.52669,ERC1
26059,,26059,26.31847,ERC2
2067,,2067,26.31847,ERCC1
2068,,2068,25.52669,ERCC2
2071,,2071,25.52669,ERCC3
2072,,2072,25.52669,ERCC4
2073,,2073,26.31847,ERCC5
2074,,2074,25.52669,ERCC6
54821,,54821,25.52669,ERCC6L
1161,,1161,25.52669,ERCC8
2069,,2069,26.31847,EREG
2077,,2077,26.31847,ERF
2078,,2078,25.52669,ERG
57222,,57222,25.52669,ERGIC1
51290,,51290,25.52669,ERGIC2
51614,,51614,25.52669,ERGIC3
2079,,2079,26.317228,ERH
90459,,90459,26.31847,ERI1
112479,,112479,26.317228,ERI2
79033,,79033,26.31847,ERI3
157697,,157697,26.31847,ERICH1
27248,,27248,25.52669,ERLEC1
10613,,10613,26.31847,ERLIN1
11160,,11160,26.31847,ERLIN2
114625,,114625,26.31847,ERMAP
57471,,57471,26.31847,ERMN
79956,,79956,26.31847,ERMP1
2081,,2081,25.525448,ERN1
10595,,10595,25.52669,ERN2
30001,,30001,25.52669,ERO1A
56605,,56605,26.31847,ERO1B
121506,,121506,26.31847,ERP27
10961,,10961,26.31847,ERP29
23071,,23071,26.31847,ERP44
54206,,54206,26.31847,ERRFI1
405754,,405754,26.317228,ERVFRD-1
90952,,90952,26.317228,ESAM
114799,,114799,26.31847,ESCO1
157570,,157570,26.31847,ESCO2
2098,,2098,26.31847,ESD
51575,,51575,26.31847,ESF1
11082,,11082,26.31847,ESM1
9700,,9700,25.52669,ESPL1
83715,,83715,26.31847,ESPN
339768,,339768,26.31847,ESPNL
284729,,284729,8.489829,ESPNP
2099,,2099,25.52669,ESR1
2100,,2100,25.52669,ESR2
54845,,54845,26.31847,ESRP1
80004,,80004,26.31847,ESRP2
2101,,2101,25.52669,ESRRA
2103,,2103,25.52669,ESRRB
2104,,2104,25.52669,ESRRG
80712,,80712,26.31847,ESX1
23344,,23344,25.52669,ESYT1
57488,,57488,26.31847,ESYT2
83850,,83850,26.31847,ESYT3
54465,,54465,26.31847,ETAA1
2107,,2107,25.52669,ETF1
2108,,2108,25.52669,ETFA
2109,,2109,25.52669,ETFB
2110,,2110,26.31847,ETFDH
23474,,23474,26.31847,ETHE1
55500,,55500,26.31847,ETNK1
55224,,55224,25.52669,ETNK2
2113,,2113,25.525448,ETS1
2114,,2114,25.52669,ETS2
2115,,2115,26.31847,ETV1
2116,,2116,26.31847,ETV2
2117,,2117,26.31847,ETV3
440695,,440695,26.31847,ETV3L
2118,,2118,26.31847,ETV4
2119,,2119,25.52669,ETV5
2120,,2120,26.31847,ETV6
51513,,51513,26.317228,ETV7
2121,,2121,26.317228,EVC
132884,,132884,26.31847,EVC2
2123,,2123,26.31847,EVI2A
2124,,2124,26.31847,EVI2B
7813,,7813,25.52669,EVI5
115704,,115704,25.52669,EVI5L
51466,,51466,26.31847,EVL
2125,,2125,26.31847,EVPL
645027,,645027,26.31847,EVPLL
2128,,2128,26.31847,EVX1
344191,,344191,26.31847,EVX2
2130,,2130,25.52669,EWSR1
161829,,161829,26.31847,EXD1
55218,,55218,26.31847,EXD2
54932,,54932,26.31847,EXD3
9156,,9156,26.31847,EXO1
55763,,55763,26.31847,EXOC1
55770,,55770,26.31847,EXOC2
11336,,11336,26.31847,EXOC3
283849,,283849,26.31847,EXOC3L1
90332,,90332,26.31847,EXOC3L2
60412,,60412,25.525448,EXOC4
10640,,10640,26.317228,EXOC5
54536,,54536,25.525448,EXOC6
23233,,23233,25.52669,EXOC6B
23265,,23265,25.52669,EXOC7
149371,,149371,26.31847,EXOC8
9941,,9941,26.31847,EXOG
5394,,5394,25.52669,EXOSC10
51013,,51013,25.52669,EXOSC1
23404,,23404,25.52669,EXOSC2
51010,,51010,25.52669,EXOSC3
54512,,54512,25.52669,EXOSC4
56915,,56915,25.52669,EXOSC5
118460,,118460,25.52669,EXOSC6
23016,,23016,25.52669,EXOSC7
11340,,11340,25.52669,EXOSC8
5393,,5393,25.52669,EXOSC9
23086,,23086,26.31847,EXPH5
2131,,2131,25.52669,EXT1
2132,,2132,25.52669,EXT2
2134,,2134,26.31847,EXTL1
2135,,2135,26.31847,EXTL2
2137,,2137,26.317228,EXTL3
2138,,2138,25.52669,EYA1
2139,,2139,25.52669,EYA2
2140,,2140,25.52669,EYA3
2070,,2070,25.52669,EYA4
346007,,346007,26.31847,EYS
2145,,2145,26.31847,EZH1
2146,,2146,25.52669,EZH2
7430,,7430,25.525448,EZR
2159,,2159,26.317228,F10
2160,,2160,26.31847,F11
50848,,50848,25.52669,F11R
2161,,2161,26.317228,F12
2162,,2162,26.31847,F13A1
2165,,2165,25.52669,F13B
2147,,2147,25.52669,F2
2149,,2149,26.31847,F2R
2150,,2150,25.52669,F2RL1
2151,,2151,26.31847,F2RL2
9002,,9002,25.52669,F2RL3
2152,,2152,25.52669,F3
2153,,2153,25.52669,F5
2155,,2155,26.31847,F7
2157,,2157,25.52669,F8
8263,,8263,26.31847,F8A1
2158,,2158,25.52669,F9
79152,,79152,26.31847,FA2H
158584,,158584,26.31847,FAAH2
2166,,2166,25.52669,FAAH
2168,,2168,25.52669,FABP1
646486,,646486,25.52669,FABP12
2169,,2169,25.52669,FABP2
2170,,2170,25.52669,FABP3
2167,,2167,25.52669,FABP4
2171,,2171,25.52669,FABP5
220832,,220832,8.234015,FABP5P3
2172,,2172,25.52669,FABP6
2173,,2173,25.525448,FABP7
646480,,646480,25.52669,FABP9
8772,,8772,26.31847,FADD
3992,,3992,26.31847,FADS1
9415,,9415,26.31847,FADS2
3995,,3995,26.31847,FADS3
283985,,283985,26.31847,FADS6
11124,,11124,25.52669,FAF1
23197,,23197,25.52669,FAF2
2184,,2184,25.525448,FAH
81889,,81889,26.317228,FAHD1
51011,,51011,26.31847,FAHD2A
151313,,151313,26.31847,FAHD2B
23017,,23017,25.52669,FAIM2
9214,,9214,26.31847,FCMR
55179,,55179,26.31847,FAIM
124402,,124402,26.31847,UBALD1
283991,,283991,26.31847,UBALD2
144347,,144347,26.31847,RFLNA
359845,,359845,26.31847,RFLNB
399665,,399665,26.31847,FAM102A
284611,,284611,26.31847,FAM102B
83640,,83640,26.31847,RAMAC
84923,,84923,26.31847,FAM104A
90736,,90736,26.31847,FAM104B
54491,,54491,26.31847,OTULINL
90268,,90268,26.317228,OTULIN
80039,,80039,26.317228,FAM106A
100129396,,100129396,26.31847,FAM106C
11170,,11170,26.31847,FAM107A
83641,,83641,26.31847,FAM107B
81926,,81926,26.31847,ABHD17A
51104,,51104,25.52669,ABHD17B
58489,,58489,26.31847,ABHD17C
144717,,144717,26.31847,PHETA1
150368,,150368,26.31847,PHETA2
145165,,145165,8.4894285,ST13P4
83541,,83541,26.317228,FAM110A
90362,,90362,26.31847,FAM110B
642273,,642273,26.31847,FAM110C
63901,,63901,26.31847,FAM111A
374393,,374393,26.31847,FAM111B
64773,,64773,26.31847,PCED1A
91523,,91523,26.317228,PCED1B
92689,,92689,26.317228,FAM114A1
10827,,10827,26.31847,FAM114A2
9747,,9747,26.31847,TCAF1
285966,,285966,26.31847,TCAF2
201627,,201627,26.31847,DENND6A
414918,,414918,26.31847,DENND6B
81558,,81558,26.31847,FAM117A
150864,,150864,26.31847,FAM117B
55007,,55007,26.31847,FAM118A
79607,,79607,26.31847,FAM118B
151194,,151194,25.52669,METTL21A
25895,,25895,26.31847,EEF1AKMT3
23196,,23196,26.31847,FAM120A
158293,,158293,26.31847,FAM120AOS
84498,,84498,26.31847,FAM120B
54954,,54954,26.31847,FAM120C
116224,,116224,26.31847,PABIR1
159090,,159090,26.31847,PABIR2
159091,,159091,26.31847,PABIR3
219287,,219287,26.31847,AMER2
139285,,139285,26.31847,AMER1
205147,,205147,26.317228,AMER3
220108,,220108,26.317228,FAM124A
79843,,79843,26.31847,FAM124B
93343,,93343,26.31847,MVB12A
89853,,89853,26.31847,MVB12B
84668,,84668,25.52669,FAM126A
285172,,285172,26.31847,FAM126B
8933,,8933,26.31847,RTL8C
26071,,26071,26.31847,RTL8A
441518,,441518,26.31847,RTL8B
653784,,653784,26.31847,MZT2A
80097,,80097,26.31847,MZT2B
116496,,116496,26.31847,NIBAN1
64855,,64855,26.31847,NIBAN2
199786,,199786,26.31847,NIBAN3
131408,,131408,26.31847,FAM131A
9715,,9715,26.31847,FAM131B
348487,,348487,26.31847,FAM131C
388581,,388581,26.31847,C1QTNF12
286499,,286499,26.31847,FAM133A
257415,,257415,26.31847,FAM133B
79137,,79137,26.31847,RETREG2
54463,,54463,26.31847,RETREG1
162427,,162427,26.31847,RETREG3
57579,,57579,26.31847,FAM135A
51059,,51059,26.31847,FAM135B
84908,,84908,26.31847,FAM136A
387071,,387071,8.489829,FAM136BP
654412,,654412,26.31847,FAM138B
677784,,677784,26.31847,FAM138D
100124412,,100124412,26.31847,FAM138E
641702,,641702,26.31847,FAM138F
10144,,10144,25.525448,FAM13A
285512,,285512,26.31847,FAM13A-AS1
51306,,51306,26.317228,FAM13B
220965,,220965,26.31847,FAM13C
25854,,25854,26.31847,FAM149A
317662,,317662,26.31847,FAM149B1
389658,,389658,26.31847,ALKAL1
285016,,285016,26.31847,ALKAL2
338094,,338094,26.31847,FAM151A
167555,,167555,26.317228,FAM151B
285596,,285596,26.317228,FAM153A
202134,,202134,26.31847,FAM153B
653316,,653316,26.31847,FAM153CP
158297,,158297,26.31847,SAXO1
283726,,283726,26.31847,SAXO2
728215,,728215,25.52669,NALF1
27112,,27112,26.31847,NALF2
29057,,29057,26.31847,FAM156A
728262,,728262,26.31847,FAM157A
100132403,,100132403,26.31847,FAM157B
51016,,51016,25.52669,EMC9
348378,,348378,26.31847,SHISAL2A
729830,,729830,26.31847,FHIP1A
84067,,84067,26.31847,FHIP1B
57700,,57700,26.31847,FHIP2A
64760,,64760,26.31847,FHIP2B
84140,,84140,26.31847,FAM161A
145483,,145483,26.31847,FAM161B
26355,,26355,26.31847,FAM162A
221303,,221303,26.31847,FAM162B
148753,,148753,26.31847,FAM163A
642968,,642968,26.31847,FAM163B
51101,,51101,26.31847,ZC2HC1A
79696,,79696,26.31847,ZC2HC1C
54065,,54065,25.52669,SMIM11
401565,,401565,26.31847,FAM166A
730112,,730112,26.31847,FAM166B
83648,,83648,26.31847,FAM167A
84734,,84734,26.31847,FAM167B
23201,,23201,26.31847,FAM168A
130074,,130074,26.317228,FAM168B
26049,,26049,26.31847,FAM169A
283777,,283777,26.31847,FAM169B
340069,,340069,26.31847,FAM170A
170370,,170370,26.31847,FAM170B
221061,,221061,26.31847,FAM171A1
284069,,284069,26.31847,FAM171A2
165215,,165215,26.31847,FAM171B
83989,,83989,26.31847,FAM172A
65990,,65990,26.31847,ANTKMT
134145,,134145,26.317228,ATPSCKMT
345757,,345757,26.31847,FAM174A
400451,,400451,26.31847,FAM174B
84142,,84142,26.31847,ABRAXAS1
23172,,23172,26.31847,ABRAXAS2
84141,,84141,26.31847,EVA1A
55194,,55194,26.31847,EVA1B
283635,,283635,26.31847,FAM177A1
400823,,400823,26.31847,FAM177B
55719,,55719,25.52669,SLF2
51252,,51252,25.52669,FAM178B
165186,,165186,26.31847,TOGARAM2
23116,,23116,25.52669,TOGARAM1
389558,,389558,26.31847,FAM180A
399888,,399888,26.31847,FAM180B
90050,,90050,25.52669,FAM181A
220382,,220382,26.31847,FAM181B
284800,,284800,26.31847,FAM182A
728882,,728882,26.31847,FAM182B
440585,,440585,26.31847,FAM183A
340286,,340286,26.31847,FAM183BP
79632,,79632,26.31847,FAM184A
27146,,27146,26.31847,FAM184B
222234,,222234,26.317228,FAM185A
121006,,121006,26.31847,FAM186A
84070,,84070,26.31847,FAM186B
148109,,148109,26.31847,FAM187B
80013,,80013,26.31847,MINDY3
84182,,84182,26.31847,MINDY4
23359,,23359,26.31847,FAM189A1
9413,,9413,26.31847,FAM189A2
10712,,10712,26.317228,FAM189B
780776,,780776,26.31847,TVP23A
201158,,201158,26.31847,TVP23C
51030,,51030,26.31847,TVP23B
401145,,401145,26.31847,CCSER1
54462,,54462,25.52669,CCSER2
80011,,80011,26.31847,PSME3IP1
8603,,8603,26.31847,FAM193A
54540,,54540,26.31847,FAM193B
131831,,131831,26.31847,ERICH6
220081,,220081,26.31847,ERICH6B
84331,,84331,26.31847,MCRIP2
348262,,348262,26.31847,MCRIP1
642938,,642938,26.31847,INSYN2A
100131897,,100131897,26.31847,INSYN2B
252946,,252946,26.31847,FAM197Y2
729085,,729085,26.31847,GASK1A
51313,,51313,26.317228,GASK1B
139231,,139231,26.317228,FAM199X
407738,,407738,26.31847,TAFA1
338811,,338811,26.31847,TAFA2
284467,,284467,26.31847,TAFA3
151647,,151647,26.31847,TAFA4
25817,,25817,26.31847,TAFA5
221786,,221786,26.31847,FAM200A
285550,,285550,26.31847,FAM200B
54757,,54757,26.31847,FAM20A
9917,,9917,26.31847,FAM20B
56975,,56975,25.52669,FAM20C
387680,,387680,25.52669,WASHC2A
55747,True,,,
253725,,253725,25.52669,WASHC2C
728118,,728118,26.31847,NUTM2A
728130,,728130,26.31847,NUTM2D
54754,,54754,26.31847,NUTM2F
441457,,441457,26.31847,NUTM2G
653567,,653567,26.31847,TMEM236
118670,,118670,26.31847,FAM24A
196792,,196792,26.317228,FAM24B
643161,,643161,26.31847,FAM25A
100132929,,100132929,26.31847,FAM25BP
221301,,221301,26.31847,CALHM4
254228,,254228,26.31847,CALHM5
441168,,441168,26.31847,CALHM6
548321,True,,,
100133121,,100133121,26.31847,FAM27B
100132948,,100132948,26.31847,FAM27C
284123,,284123,26.317228,FAM27E5
26017,,26017,26.31847,FAM32A
54537,,54537,26.31847,SHLD2
439965,,439965,8.489829,SHLD2P3
414241,,414241,8.489829,SHLD2P1
116228,,116228,26.31847,COX20
9780,,9780,26.31847,PIEZO1
63895,,63895,26.31847,PIEZO2
60343,,60343,26.31847,FAM3A
54097,,54097,26.31847,FAM3B
10447,,10447,26.317228,FAM3C
131177,,131177,26.317228,FAM3D
85369,,85369,26.31847,STRIP1
57464,,57464,26.31847,STRIP2
340618,,340618,26.31847,FAM41AY1
284593,,284593,26.31847,FAM41C
131583,,131583,26.31847,FAM43A
163933,,163933,26.31847,FAM43B
404636,,404636,26.31847,DENND10
55855,,55855,8.489829,DENND10P1
55603,,55603,25.52669,TENT5A
115572,,115572,25.52669,TENT5B
54855,,54855,25.52669,TENT5C
169966,,169966,25.52669,TENT5D
158724,,158724,26.31847,FAM47A
170062,,170062,26.31847,FAM47B
442444,,442444,26.31847,FAM47C
100129583,,100129583,25.52669,FAM47E
55578,,55578,25.52669,SUPT20H
100130302,,100130302,26.31847,SUPT20HL1
170067,,170067,26.31847,SUPT20HL2
81553,,81553,26.31847,CYRIA
51571,,51571,25.52669,CYRIB
9130,,9130,26.31847,FAM50A
26240,,26240,26.31847,FAM50B
152877,,152877,26.317228,FAM53A
9679,,9679,26.31847,FAM53B
51307,,51307,26.31847,FAM53C
113115,,113115,26.31847,MTFR2
56181,,56181,26.31847,MTFR1L
120400,,120400,25.52669,NXPE1
120406,,120406,26.31847,NXPE2
91775,,91775,26.31847,NXPE3
54827,,54827,26.31847,NXPE4
79850,,79850,26.31847,TLCD3A
83723,,83723,26.31847,TLCD3B
92002,,92002,25.52669,CCNQ
339521,,339521,8.489829,CCNQP1
64762,,64762,26.31847,GAREM1
57795,,57795,25.52669,BRINP2
339479,,339479,26.31847,BRINP3
58516,,58516,26.31847,SINHCAF
55793,,55793,26.31847,MINDY1
54629,,54629,26.317228,MINDY2
54478,,54478,25.525448,PIMREG
79567,,79567,26.31847,RIPOR1
9750,,9750,26.31847,RIPOR2
140876,,140876,26.31847,RIPOR3
100133172,,100133172,26.31847,FAM66A
440078,,440078,26.31847,FAM66C
100132923,,100132923,26.31847,FAM66D
100132103,,100132103,26.31847,FAM66E
388650,,388650,26.31847,DIPK1A
138311,,138311,26.31847,DIPK1B
125704,,125704,26.31847,DIPK1C
55026,,55026,25.52669,TMEM255A
348013,,348013,26.31847,TMEM255B
149647,,149647,25.52669,GARIN4
153745,,153745,25.52669,GARIN3
196472,,196472,25.52669,GARIN6
161142,,161142,25.52669,GARIN2
112703,,112703,25.52669,GARIN5A
284418,,284418,25.52669,GARIN5B
84691,,84691,25.52669,GARIN1B
346653,,346653,25.52669,GARIN1A
729533,,729533,26.31847,FAM72A
653820,,653820,26.31847,FAM72B
728833,,728833,26.31847,FAM72D
374986,,374986,26.31847,MIGA1
84895,,84895,26.31847,MIGA2
401507,,401507,26.31847,FAM74A1
728495,,728495,26.31847,FAM74A3
401508,,401508,26.31847,FAM74A4
642265,True,,,
727830,,727830,26.317228,SPATA31A3
727905,,727905,26.31847,SPATA31A5
389730,,389730,26.31847,SPATA31A6
441452,,441452,26.317228,SPATA31C1
199870,,199870,26.31847,FAM76A
143684,,143684,26.31847,FAM76B
286336,,286336,26.31847,FAM78A
149297,,149297,26.31847,FAM78B
100288380,,100288380,8.489829,ULK4P2
89837,,89837,8.489829,ULK4P3
145773,,145773,26.31847,FAM81A
153643,,153643,26.31847,FAM81B
151393,,151393,26.31847,RMDN2
55177,,55177,26.31847,RMDN3
51115,,51115,26.31847,RMDN1
84985,,84985,26.31847,FAM83A
222584,,222584,26.31847,FAM83B
128876,,128876,26.31847,FAM83C
81610,,81610,25.52669,FAM83D
54854,,54854,26.31847,FAM83E
113828,,113828,26.31847,FAM83F
644815,,644815,25.52669,FAM83G
286077,,286077,26.31847,FAM83H
151354,,151354,26.317228,LRATD1
157638,,157638,26.317228,LRATD2
196483,,196483,26.31847,EEF2KMT
85002,,85002,26.31847,FAM86B1
653333,,653333,26.31847,FAM86B2
55199,,55199,8.489829,FAM86C1P
692099,,692099,8.489829,FAM86DP
375061,,375061,26.31847,FAM89A
23625,,23625,26.31847,FAM89B
51439,,51439,26.31847,FAM8A1
55138,,55138,26.31847,FAM90A1
441317,,441317,25.52669,FAM90A7
157769,,157769,26.31847,FAM91A1
137392,,137392,25.52669,CIBAR1
403315,,403315,8.489829,CIBAR1P2
339145,,339145,26.31847,CIBAR2
100133036,,100133036,26.31847,FAM95B1
84191,,84191,26.31847,CIAO2A
51647,,51647,25.52669,CIAO2B
25940,,25940,26.31847,FAM98A
283742,,283742,26.31847,FAM98B
147965,,147965,26.31847,FAM98C
387742,,387742,26.31847,FAM99A
100132464,,100132464,26.31847,FAM99B
171482,,171482,26.31847,FAM9A
171483,,171483,26.31847,FAM9B
171484,,171484,26.31847,FAM9C
2175,,2175,25.52669,FANCA
2187,,2187,25.52669,FANCB
2176,,2176,25.52669,FANCC
2177,,2177,25.52669,FANCD2
2178,,2178,25.52669,FANCE
2188,,2188,25.52669,FANCF
2189,,2189,25.52669,FANCG
55215,,55215,25.52669,FANCI
55120,,55120,25.52669,FANCL
57697,,57697,25.52669,FANCM
92565,,92565,26.31847,FANK1
2191,,2191,25.52669,FAP
84188,,84188,26.31847,FAR1
55711,,55711,26.31847,FAR2
10160,,10160,26.31847,FARP1
9855,,9855,26.31847,FARP2
10667,,10667,26.31847,FARS2
2193,,2193,25.52669,FARSA
10056,,10056,25.52669,FARSB
355,,355,26.31847,FAS
356,,356,26.31847,FASLG
2194,,2194,25.52669,FASN
10922,,10922,25.52669,FASTK
79675,,79675,26.31847,FASTKD1
22868,,22868,26.31847,FASTKD2
79072,,79072,26.31847,FASTKD3
60493,,60493,26.31847,FASTKD5
2195,,2195,26.31847,FAT1
2196,,2196,26.31847,FAT2
120114,,120114,26.31847,FAT3
79633,,79633,26.31847,FAT4
89885,,89885,26.31847,FATE1
2197,,2197,26.31847,FAU
85302,,85302,26.31847,FBF1
2091,,2091,25.52669,FBL
54751,,54751,26.31847,FBLIM1
345630,,345630,26.31847,FBLL1
2192,,2192,26.31847,FBLN1
2199,,2199,26.31847,FBLN2
10516,,10516,26.31847,FBLN5
129804,,129804,26.31847,FBLN7
2200,,2200,25.525448,FBN1
2201,,2201,26.31847,FBN2
84467,,84467,26.31847,FBN3
2203,,2203,25.52669,FBP1
8789,,8789,26.31847,FBP2
64319,,64319,26.31847,FBRS
57666,,57666,26.31847,FBRSL1
54850,,54850,26.31847,FBXL12
222235,,222235,26.31847,FBXL13
144699,,144699,26.317228,FBXL14
79176,,79176,26.317228,FBXL15
146330,,146330,26.31847,FBXL16
64839,,64839,26.31847,FBXL17
80028,,80028,26.31847,FBXL18
54620,,54620,26.31847,FBXL19
84961,,84961,25.52669,FBXL20
26223,,26223,8.489829,FBXL21P
283807,,283807,26.31847,FBXL22
25827,,25827,26.31847,FBXL2
26224,,26224,26.317228,FBXL3
26235,,26235,26.317228,FBXL4
26234,,26234,26.31847,FBXL5
26233,,26233,26.31847,FBXL6
23194,,23194,26.31847,FBXL7
55336,,55336,26.31847,FBXL8
26267,,26267,26.31847,FBXO10
80204,,80204,26.31847,FBXO11
201456,,201456,26.31847,FBXO15
157574,,157574,26.31847,FBXO16
115290,,115290,26.31847,FBXO17
84893,,84893,26.31847,FBH1
23014,,23014,26.31847,FBXO21
26263,,26263,25.52669,FBXO22
26232,,26232,25.52669,FBXO2
692224,True,,,
26261,,26261,26.31847,FBXO24
26260,,26260,26.31847,FBXO25
126433,,126433,26.31847,FBXO27
23219,,23219,26.31847,FBXO28
84085,,84085,26.31847,FBXO30
79791,,79791,25.52669,FBXO31
114907,,114907,26.31847,FBXO32
26273,,26273,26.31847,FBXO3
254170,,254170,26.31847,FBXO33
55030,,55030,26.31847,FBXO34
130888,,130888,26.31847,FBXO36
81545,,81545,26.31847,FBXO38
162517,,162517,26.31847,FBXO39
51725,,51725,26.31847,FBXO40
150726,,150726,26.317228,FBXO41
54455,,54455,26.317228,FBXO42
26272,,26272,26.31847,FBXO4
286151,,286151,26.31847,FBXO43
93611,,93611,26.317228,FBXO44
200933,,200933,26.31847,FBXO45
23403,,23403,26.31847,FBXO46
494188,,494188,26.31847,FBXO47
554251,,554251,26.31847,FBXO48
26271,,26271,26.31847,FBXO5
26270,,26270,26.31847,FBXO6
25793,,25793,26.31847,FBXO7
26269,,26269,26.31847,FBXO8
26268,,26268,26.31847,FBXO9
10517,,10517,26.31847,FBXW10
23291,,23291,26.31847,FBXW11
285231,,285231,26.31847,FBXW12
26190,,26190,26.31847,FBXW2
6468,,6468,26.31847,FBXW4
54461,,54461,26.31847,FBXW5
55294,,55294,25.52669,FBXW7
26259,,26259,26.31847,FBXW8
84261,,84261,26.31847,FBXW9
83953,,83953,26.31847,FCAMR
2204,,2204,26.317228,FCAR
2205,,2205,25.52669,FCER1A
2207,,2207,25.52669,FCER1G
2208,,2208,25.52669,FCER2
51077,,51077,26.31847,FCF1
8857,,8857,26.31847,FCGBP
2209,,2209,25.525448,FCGR1A
2210,,2210,8.489829,FCGR1BP
100132417,,100132417,8.489829,FCGR1CP
2212,,2212,26.31847,FCGR2A
2213,,2213,25.52669,FCGR2B
9103,,9103,8.489829,FCGR2C
2214,,2214,25.52669,FCGR3A
2215,,2215,25.52669,FCGR3B
2217,,2217,26.31847,FCGRT
23149,,23149,25.525448,FCHO1
115548,,115548,26.31847,FCHO2
89848,,89848,26.31847,FCHSD1
9873,,9873,26.31847,FCHSD2
2219,,2219,25.525448,FCN1
2220,,2220,25.525448,FCN2
8547,,8547,25.52669,FCN3
115350,,115350,26.31847,FCRL1
79368,,79368,26.31847,FCRL2
115352,,115352,26.31847,FCRL3
83417,,83417,26.31847,FCRL4
83416,,83416,26.31847,FCRL5
343413,,343413,26.31847,FCRL6
84824,,84824,26.31847,FCRLA
127943,,127943,26.31847,FCRLB
2222,,2222,26.31847,FDFT1
2224,,2224,26.31847,FDPS
619190,,619190,8.489829,FDPSP2
2230,,2230,25.52669,FDX1
112812,,112812,25.52669,FDX2
91893,,91893,26.31847,FDXACB1
2232,,2232,26.31847,FDXR
2235,,2235,25.52669,FECH
55527,,55527,26.31847,FEM1A
10116,,10116,26.31847,FEM1B
56929,,56929,25.52669,FEM1C
2237,,2237,25.52669,FEN1
80307,,80307,8.489829,FER1L4
90342,,90342,26.31847,FER1L5
654463,,654463,26.31847,FER1L6
2241,,2241,25.52669,FER
222894,,222894,26.31847,FERD3L
55612,,55612,26.31847,FERMT1
10979,,10979,26.31847,FERMT2
83706,,83706,26.31847,FERMT3
2242,,2242,25.52669,FES
26998,,26998,26.31847,FETUB
54738,,54738,25.52669,FEV
9638,,9638,26.31847,FEZ1
9637,,9637,26.31847,FEZ2
389549,,389549,26.317228,FEZF1
55079,,55079,26.317228,FEZF2
2864,,2864,26.31847,FFAR1
2867,,2867,26.31847,FFAR2
2865,,2865,26.31847,FFAR3
2243,,2243,26.31847,FGA
2244,,2244,26.31847,FGB
2245,,2245,26.31847,FGD1
221472,,221472,26.31847,FGD2
89846,,89846,26.31847,FGD3
121512,,121512,26.31847,FGD4
152273,,152273,25.52669,FGD5
55785,,55785,26.31847,FGD6
